N    41 41
-2.25000000e-01  4.75000000e-01   1.09921875e+02
-2.25000000e-01  5.00000000e-01   1.19062500e+02
-2.00000000e-01  -5.00000000e-01   1.13750000e+02
-2.00000000e-01  -4.75000000e-01   1.04609375e+02
-2.00000000e-01  -4.50000000e-01   9.59375000e+01
-2.00000000e-01  -4.25000000e-01   8.77343750e+01
-2.00000000e-01  -4.00000000e-01   8.00000000e+01
-2.00000000e-01  -3.75000000e-01   7.27343750e+01
-2.00000000e-01  -3.50000000e-01   6.59375000e+01
-2.00000000e-01  -3.25000000e-01   5.96093750e+01
-2.00000000e-01  -3.00000000e-01   5.37500000e+01
-2.00000000e-01  -2.75000000e-01   4.83593750e+01
-2.00000000e-01  -2.50000000e-01   4.34375000e+01
-2.00000000e-01  -2.25000000e-01   3.89843750e+01
-2.00000000e-01  -2.00000000e-01   3.50000000e+01
-2.00000000e-01  -1.75000000e-01   3.14843750e+01
-2.00000000e-01  -1.50000000e-01   2.84375000e+01
-2.00000000e-01  -1.25000000e-01   2.58593750e+01
-2.00000000e-01  -1.00000000e-01   2.37500000e+01
-2.00000000e-01  -7.50000000e-02   2.21093750e+01
-2.00000000e-01  -5.00000000e-02   2.09375000e+01
-2.00000000e-01  -2.50000000e-02   2.02343750e+01
-2.00000000e-01  0.00000000e+00   2.00000000e+01
-2.00000000e-01  2.50000000e-02   2.02343750e+01
-2.00000000e-01  5.00000000e-02   2.09375000e+01
-2.00000000e-01  7.50000000e-02   2.21093750e+01
-2.00000000e-01  1.00000000e-01   2.37500000e+01
-2.00000000e-01  1.25000000e-01   2.58593750e+01
-2.00000000e-01  1.50000000e-01   2.84375000e+01
-2.00000000e-01  1.75000000e-01   3.14843750e+01
-2.00000000e-01  2.00000000e-01   3.50000000e+01
-2.00000000e-01  2.25000000e-01   3.89843750e+01
-2.00000000e-01  2.50000000e-01   4.34375000e+01
-2.00000000e-01  2.75000000e-01   4.83593750e+01
-2.00000000e-01  3.00000000e-01   5.37500000e+01
-2.00000000e-01  3.25000000e-01   5.96093750e+01
-2.00000000e-01  3.50000000e-01   6.59375000e+01
-2.00000000e-01  3.75000000e-01   7.27343750e+01
-2.00000000e-01  4.00000000e-01   8.00000000e+01
-2.00000000e-01  4.25000000e-01   8.77343750e+01
-2.00000000e-01  4.50000000e-01   9.59375000e+01
-2.00000000e-01  4.75000000e-01   1.04609375e+02
-2.00000000e-01  5.00000000e-01   1.13750000e+02
-1.75000000e-01  -5.00000000e-01   1.09062500e+02
-1.75000000e-01  -4.75000000e-01   9.99218750e+01
-1.75000000e-01  -4.50000000e-01   9.12500000e+01
-1.75000000e-01  -4.25000000e-01   8.30468750e+01
-1.75000000e-01  -4.00000000e-01   7.53125000e+01
-1.75000000e-01  -3.75000000e-01   6.80468750e+01
-1.75000000e-01  -3.50000000e-01   6.12500000e+01
-1.75000000e-01  -3.25000000e-01   5.49218750e+01
-1.75000000e-01  -3.00000000e-01   4.90625000e+01
-1.75000000e-01  -2.75000000e-01   4.36718750e+01
-1.75000000e-01  -2.50000000e-01   3.87500000e+01
-1.75000000e-01  -2.25000000e-01   3.42968750e+01
-1.75000000e-01  -2.00000000e-01   3.03125000e+01
-1.75000000e-01  -1.75000000e-01   2.67968750e+01
-1.75000000e-01  -1.50000000e-01   2.37500000e+01
-1.75000000e-01  -1.25000000e-01   2.11718750e+01
-1.75000000e-01  -1.00000000e-01   1.90625000e+01
-1.75000000e-01  -7.50000000e-02   1.74218750e+01
-1.75000000e-01  -5.00000000e-02   1.62500000e+01
-1.75000000e-01  -2.50000000e-02   1.55468750e+01
-1.75000000e-01  0.00000000e+00   1.53125000e+01
-1.75000000e-01  2.50000000e-02   1.55468750e+01
-1.75000000e-01  5.00000000e-02   1.62500000e+01
-1.75000000e-01  7.50000000e-02   1.74218750e+01
-1.75000000e-01  1.00000000e-01   1.90625000e+01
-1.75000000e-01  1.25000000e-01   2.11718750e+01
-1.75000000e-01  1.50000000e-01   2.37500000e+01
-1.75000000e-01  1.75000000e-01   2.67968750e+01
-1.75000000e-01  2.00000000e-01   3.03125000e+01
-1.75000000e-01  2.25000000e-01   3.42968750e+01
-1.75000000e-01  2.50000000e-01   3.87500000e+01
-1.75000000e-01  2.75000000e-01   4.36718750e+01
-1.75000000e-01  3.00000000e-01   4.90625000e+01
-1.75000000e-01  3.25000000e-01   5.49218750e+01
-1.75000000e-01  3.50000000e-01   6.12500000e+01
-1.75000000e-01  3.75000000e-01   6.80468750e+01
-1.75000000e-01  4.00000000e-01   7.53125000e+01
-1.75000000e-01  4.25000000e-01   8.30468750e+01
-1.75000000e-01  4.50000000e-01   9.12500000e+01
-1.75000000e-01  4.75000000e-01   9.99218750e+01
-1.75000000e-01  5.00000000e-01   1.09062500e+02
-1.50000000e-01  -5.00000000e-01   1.05000000e+02
-1.50000000e-01  -4.75000000e-01   9.58593750e+01
-1.50000000e-01  -4.50000000e-01   8.71875000e+01
-1.50000000e-01  -4.25000000e-01   7.89843750e+01
-1.50000000e-01  -4.00000000e-01   7.12500000e+01
-1.50000000e-01  -3.75000000e-01   6.39843750e+01
-1.50000000e-01  -3.50000000e-01   5.71875000e+01
-1.50000000e-01  -3.25000000e-01   5.08593750e+01
-1.50000000e-01  -3.00000000e-01   4.50000000e+01
-1.50000000e-01  -2.75000000e-01   3.96093750e+01
-1.50000000e-01  -2.50000000e-01   3.46875000e+01
-1.50000000e-01  -2.25000000e-01   3.02343750e+01
-1.50000000e-01  -2.00000000e-01   2.62500000e+01
-1.50000000e-01  -1.75000000e-01   2.27343750e+01
-1.50000000e-01  -1.50000000e-01   1.96875000e+01
-1.50000000e-01  -1.25000000e-01   1.71093750e+01
-1.50000000e-01  -1.00000000e-01   1.50000000e+01
-1.50000000e-01  -7.50000000e-02   1.33593750e+01
-1.50000000e-01  -5.00000000e-02   1.21875000e+01
-1.50000000e-01  -2.50000000e-02   1.14843750e+01
-1.50000000e-01  0.00000000e+00   1.12500000e+01
-1.50000000e-01  2.50000000e-02   1.14843750e+01
-1.50000000e-01  5.00000000e-02   1.21875000e+01
-1.50000000e-01  7.50000000e-02   1.33593750e+01
-1.50000000e-01  1.00000000e-01   1.50000000e+01
-1.50000000e-01  1.25000000e-01   1.71093750e+01
-1.50000000e-01  1.50000000e-01   1.96875000e+01
-1.50000000e-01  1.75000000e-01   2.27343750e+01
-1.50000000e-01  2.00000000e-01   2.62500000e+01
-1.50000000e-01  2.25000000e-01   3.02343750e+01
-1.50000000e-01  2.50000000e-01   3.46875000e+01
-1.50000000e-01  2.75000000e-01   3.96093750e+01
-1.50000000e-01  3.00000000e-01   4.50000000e+01
-1.50000000e-01  3.25000000e-01   5.08593750e+01
-1.50000000e-01  3.50000000e-01   5.71875000e+01
-1.50000000e-01  3.75000000e-01   6.39843750e+01
-1.50000000e-01  4.00000000e-01   7.12500000e+01
-1.50000000e-01  4.25000000e-01   7.89843750e+01
-1.50000000e-01  4.50000000e-01   8.71875000e+01
-1.50000000e-01  4.75000000e-01   9.58593750e+01
-1.50000000e-01  5.00000000e-01   1.05000000e+02
-1.25000000e-01  -5.00000000e-01   1.01562500e+02
-1.25000000e-01  -4.75000000e-01   9.24218750e+01
-1.25000000e-01  -4.50000000e-01   8.37500000e+01
-1.25000000e-01  -4.25000000e-01   7.55468750e+01
-1.25000000e-01  -4.00000000e-01   6.78125000e+01
-1.25000000e-01  -3.75000000e-01   6.05468750e+01
-1.25000000e-01  -3.50000000e-01   5.37500000e+01
-1.25000000e-01  -3.25000000e-01   4.74218750e+01
-1.25000000e-01  -3.00000000e-01   4.15625000e+01
-1.25000000e-01  -2.75000000e-01   3.61718750e+01
-1.25000000e-01  -2.50000000e-01   3.12500000e+01
-1.25000000e-01  -2.25000000e-01   2.67968750e+01
-1.25000000e-01  -2.00000000e-01   2.28125000e+01
-1.25000000e-01  -1.75000000e-01   1.92968750e+01
-1.25000000e-01  -1.50000000e-01   1.62500000e+01
-1.25000000e-01  -1.25000000e-01   1.36718750e+01
-1.25000000e-01  -1.00000000e-01   1.15625000e+01
-1.25000000e-01  -7.50000000e-02   9.92187500e+00
-1.25000000e-01  -5.00000000e-02   8.75000000e+00
-1.25000000e-01  -2.50000000e-02   8.04687500e+00
-1.25000000e-01  0.00000000e+00   7.81250000e+00
-1.25000000e-01  2.50000000e-02   8.04687500e+00
-1.25000000e-01  5.00000000e-02   8.75000000e+00
-1.25000000e-01  7.50000000e-02   9.92187500e+00
-1.25000000e-01  1.00000000e-01   1.15625000e+01
-1.25000000e-01  1.25000000e-01   1.36718750e+01
-1.25000000e-01  1.50000000e-01   1.62500000e+01
-1.25000000e-01  1.75000000e-01   1.92968750e+01
-1.25000000e-01  2.00000000e-01   2.28125000e+01
-1.25000000e-01  2.25000000e-01   2.67968750e+01
-1.25000000e-01  2.50000000e-01   3.12500000e+01
-1.25000000e-01  2.75000000e-01   3.61718750e+01
-1.25000000e-01  3.00000000e-01   4.15625000e+01
-1.25000000e-01  3.25000000e-01   4.74218750e+01
-1.25000000e-01  3.50000000e-01   5.37500000e+01
-1.25000000e-01  3.75000000e-01   6.05468750e+01
-1.25000000e-01  4.00000000e-01   6.78125000e+01
-1.25000000e-01  4.25000000e-01   7.55468750e+01
-1.25000000e-01  4.50000000e-01   8.37500000e+01
-1.25000000e-01  4.75000000e-01   9.24218750e+01
-1.25000000e-01  5.00000000e-01   1.01562500e+02
-1.00000000e-01  -5.00000000e-01   9.87500000e+01
-1.00000000e-01  -4.75000000e-01   8.96093750e+01
-1.00000000e-01  -4.50000000e-01   8.09375000e+01
-1.00000000e-01  -4.25000000e-01   7.27343750e+01
-1.00000000e-01  -4.00000000e-01   6.50000000e+01
-1.00000000e-01  -3.75000000e-01   5.77343750e+01
-1.00000000e-01  -3.50000000e-01   5.09375000e+01
-1.00000000e-01  -3.25000000e-01   4.46093750e+01
-1.00000000e-01  -3.00000000e-01   3.87500000e+01
-1.00000000e-01  -2.75000000e-01   3.33593750e+01
-1.00000000e-01  -2.50000000e-01   2.84375000e+01
-1.00000000e-01  -2.25000000e-01   2.39843750e+01
-1.00000000e-01  -2.00000000e-01   2.00000000e+01
-1.00000000e-01  -1.75000000e-01   1.64843750e+01
-1.00000000e-01  -1.50000000e-01   1.34375000e+01
-1.00000000e-01  -1.25000000e-01   1.08593750e+01
-1.00000000e-01  -1.00000000e-01   8.75000000e+00
-1.00000000e-01  -7.50000000e-02   7.10937500e+00
-1.00000000e-01  -5.00000000e-02   5.93750000e+00
-1.00000000e-01  -2.50000000e-02   5.23437500e+00
-1.00000000e-01  0.00000000e+00   5.00000000e+00
-1.00000000e-01  2.50000000e-02   5.23437500e+00
-1.00000000e-01  5.00000000e-02   5.93750000e+00
-1.00000000e-01  7.50000000e-02   7.10937500e+00
-1.00000000e-01  1.00000000e-01   8.75000000e+00
-1.00000000e-01  1.25000000e-01   1.08593750e+01
-1.00000000e-01  1.50000000e-01   1.34375000e+01
-1.00000000e-01  1.75000000e-01   1.64843750e+01
-1.00000000e-01  2.00000000e-01   2.00000000e+01
-1.00000000e-01  2.25000000e-01   2.39843750e+01
-1.00000000e-01  2.50000000e-01   2.84375000e+01
-1.00000000e-01  2.75000000e-01   3.33593750e+01
-1.00000000e-01  3.00000000e-01   3.87500000e+01
-1.00000000e-01  3.25000000e-01   4.46093750e+01
-1.00000000e-01  3.50000000e-01   5.09375000e+01
-1.00000000e-01  3.75000000e-01   5.77343750e+01
-1.00000000e-01  4.00000000e-01   6.50000000e+01
-1.00000000e-01  4.25000000e-01   7.27343750e+01
-1.00000000e-01  4.50000000e-01   8.09375000e+01
-1.00000000e-01  4.75000000e-01   8.96093750e+01
-1.00000000e-01  5.00000000e-01   9.87500000e+01
-7.50000000e-02  -5.00000000e-01   9.65625000e+01
-7.50000000e-02  -4.75000000e-01   8.74218750e+01
-7.50000000e-02  -4.50000000e-01   7.87500000e+01
-7.50000000e-02  -4.25000000e-01   7.05468750e+01
-7.50000000e-02  -4.00000000e-01   6.28125000e+01
-7.50000000e-02  -3.75000000e-01   5.55468750e+01
-7.50000000e-02  -3.50000000e-01   4.87500000e+01
-7.50000000e-02  -3.25000000e-01   4.24218750e+01
-7.50000000e-02  -3.00000000e-01   3.65625000e+01
-7.50000000e-02  -2.75000000e-01   3.11718750e+01
-7.50000000e-02  -2.50000000e-01   2.62500000e+01
-7.50000000e-02  -2.25000000e-01   2.17968750e+01
-7.50000000e-02  -2.00000000e-01   1.78125000e+01
-7.50000000e-02  -1.75000000e-01   1.42968750e+01
-7.50000000e-02  -1.50000000e-01   1.12500000e+01
-7.50000000e-02  -1.25000000e-01   8.67187500e+00
-7.50000000e-02  -1.00000000e-01   6.56250000e+00
-7.50000000e-02  -7.50000000e-02   4.92187500e+00
-7.50000000e-02  -5.00000000e-02   3.75000000e+00
-7.50000000e-02  -2.50000000e-02   3.04687500e+00
-7.50000000e-02  0.00000000e+00   2.81250000e+00
-7.50000000e-02  2.50000000e-02   3.04687500e+00
-7.50000000e-02  5.00000000e-02   3.75000000e+00
-7.50000000e-02  7.50000000e-02   4.92187500e+00
-7.50000000e-02  1.00000000e-01   6.56250000e+00
-7.50000000e-02  1.25000000e-01   8.67187500e+00
-7.50000000e-02  1.50000000e-01   1.12500000e+01
-7.50000000e-02  1.75000000e-01   1.42968750e+01
-7.50000000e-02  2.00000000e-01   1.78125000e+01
-7.50000000e-02  2.25000000e-01   2.17968750e+01
-7.50000000e-02  2.50000000e-01   2.62500000e+01
-7.50000000e-02  2.75000000e-01   3.11718750e+01
-7.50000000e-02  3.00000000e-01   3.65625000e+01
-7.50000000e-02  3.25000000e-01   4.24218750e+01
-7.50000000e-02  3.50000000e-01   4.87500000e+01
-7.50000000e-02  3.75000000e-01   5.55468750e+01
-7.50000000e-02  4.00000000e-01   6.28125000e+01
-7.50000000e-02  4.25000000e-01   7.05468750e+01
-7.50000000e-02  4.50000000e-01   7.87500000e+01
-7.50000000e-02  4.75000000e-01   8.74218750e+01
-7.50000000e-02  5.00000000e-01   9.65625000e+01
-5.00000000e-02  -5.00000000e-01   9.50000000e+01
-5.00000000e-02  -4.75000000e-01   8.58593750e+01
-5.00000000e-02  -4.50000000e-01   7.71875000e+01
-5.00000000e-02  -4.25000000e-01   6.89843750e+01
-5.00000000e-02  -4.00000000e-01   6.12500000e+01
-5.00000000e-02  -3.75000000e-01   5.39843750e+01
-5.00000000e-02  -3.50000000e-01   4.71875000e+01
-5.00000000e-02  -3.25000000e-01   4.08593750e+01
-5.00000000e-02  -3.00000000e-01   3.50000000e+01
-5.00000000e-02  -2.75000000e-01   2.96093750e+01
-5.00000000e-02  -2.50000000e-01   2.46875000e+01
-5.00000000e-02  -2.25000000e-01   2.02343750e+01
-5.00000000e-02  -2.00000000e-01   1.62500000e+01
-5.00000000e-02  -1.75000000e-01   1.27343750e+01
-5.00000000e-02  -1.50000000e-01   9.68750000e+00
-5.00000000e-02  -1.25000000e-01   7.10937500e+00
-5.00000000e-02  -1.00000000e-01   5.00000000e+00
-5.00000000e-02  -7.50000000e-02   3.35937500e+00
-5.00000000e-02  -5.00000000e-02   2.18750000e+00
-5.00000000e-02  -2.50000000e-02   1.48437500e+00
-5.00000000e-02  0.00000000e+00   1.25000000e+00
-5.00000000e-02  2.50000000e-02   1.48437500e+00
-5.00000000e-02  5.00000000e-02   2.18750000e+00
-5.00000000e-02  7.50000000e-02   3.35937500e+00
-5.00000000e-02  1.00000000e-01   5.00000000e+00
-5.00000000e-02  1.25000000e-01   7.10937500e+00
-5.00000000e-02  1.50000000e-01   9.68750000e+00
-5.00000000e-02  1.75000000e-01   1.27343750e+01
-5.00000000e-02  2.00000000e-01   1.62500000e+01
-5.00000000e-02  2.25000000e-01   2.02343750e+01
-5.00000000e-02  2.50000000e-01   2.46875000e+01
-5.00000000e-02  2.75000000e-01   2.96093750e+01
-5.00000000e-02  3.00000000e-01   3.50000000e+01
-5.00000000e-02  3.25000000e-01   4.08593750e+01
-5.00000000e-02  3.50000000e-01   4.71875000e+01
-5.00000000e-02  3.75000000e-01   5.39843750e+01
-5.00000000e-02  4.00000000e-01   6.12500000e+01
-5.00000000e-02  4.25000000e-01   6.89843750e+01
-5.00000000e-02  4.50000000e-01   7.71875000e+01
-5.00000000e-02  4.75000000e-01   8.58593750e+01
-5.00000000e-02  5.00000000e-01   9.50000000e+01
-2.50000000e-02  -5.00000000e-01   9.40625000e+01
-2.50000000e-02  -4.75000000e-01   8.49218750e+01
-2.50000000e-02  -4.50000000e-01   7.62500000e+01
-2.50000000e-02  -4.25000000e-01   6.80468750e+01
-2.50000000e-02  -4.00000000e-01   6.03125000e+01
-2.50000000e-02  -3.75000000e-01   5.30468750e+01
-2.50000000e-02  -3.50000000e-01   4.62500000e+01
-2.50000000e-02  -3.25000000e-01   3.99218750e+01
-2.50000000e-02  -3.00000000e-01   3.40625000e+01
-2.50000000e-02  -2.75000000e-01   2.86718750e+01
-2.50000000e-02  -2.50000000e-01   2.37500000e+01
-2.50000000e-02  -2.25000000e-01   1.92968750e+01
-2.50000000e-02  -2.00000000e-01   1.53125000e+01
-2.50000000e-02  -1.75000000e-01   1.17968750e+01
-2.50000000e-02  -1.50000000e-01   8.75000000e+00
-2.50000000e-02  -1.25000000e-01   6.17187500e+00
-2.50000000e-02  -1.00000000e-01   4.06250000e+00
-2.50000000e-02  -7.50000000e-02   2.42187500e+00
-2.50000000e-02  -5.00000000e-02   1.25000000e+00
-2.50000000e-02  -2.50000000e-02   5.46875000e-01
-2.50000000e-02  0.00000000e+00   3.12500000e-01
-2.50000000e-02  2.50000000e-02   5.46875000e-01
-2.50000000e-02  5.00000000e-02   1.25000000e+00
-2.50000000e-02  7.50000000e-02   2.42187500e+00
-2.50000000e-02  1.00000000e-01   4.06250000e+00
-2.50000000e-02  1.25000000e-01   6.17187500e+00
-2.50000000e-02  1.50000000e-01   8.75000000e+00
-2.50000000e-02  1.75000000e-01   1.17968750e+01
-2.50000000e-02  2.00000000e-01   1.53125000e+01
-2.50000000e-02  2.25000000e-01   1.92968750e+01
-2.50000000e-02  2.50000000e-01   2.37500000e+01
-2.50000000e-02  2.75000000e-01   2.86718750e+01
-2.50000000e-02  3.00000000e-01   3.40625000e+01
-2.50000000e-02  3.25000000e-01   3.99218750e+01
-2.50000000e-02  3.50000000e-01   4.62500000e+01
-2.50000000e-02  3.75000000e-01   5.30468750e+01
-2.50000000e-02  4.00000000e-01   6.03125000e+01
-2.50000000e-02  4.25000000e-01   6.80468750e+01
-2.50000000e-02  4.50000000e-01   7.62500000e+01
-2.50000000e-02  4.75000000e-01   8.49218750e+01
-2.50000000e-02  5.00000000e-01   9.40625000e+01
0.00000000e+00  -5.00000000e-01   9.37500000e+01
0.00000000e+00  -4.75000000e-01   8.46093750e+01
0.00000000e+00  -4.50000000e-01   7.59375000e+01
0.00000000e+00  -4.25000000e-01   6.77343750e+01
0.00000000e+00  -4.00000000e-01   6.00000000e+01
0.00000000e+00  -3.75000000e-01   5.27343750e+01
0.00000000e+00  -3.50000000e-01   4.59375000e+01
0.00000000e+00  -3.25000000e-01   3.96093750e+01
0.00000000e+00  -3.00000000e-01   3.37500000e+01
0.00000000e+00  -2.75000000e-01   2.83593750e+01
0.00000000e+00  -2.50000000e-01   2.34375000e+01
0.00000000e+00  -2.25000000e-01   1.89843750e+01
0.00000000e+00  -2.00000000e-01   1.50000000e+01
0.00000000e+00  -1.75000000e-01   1.14843750e+01
0.00000000e+00  -1.50000000e-01   8.43750000e+00
0.00000000e+00  -1.25000000e-01   5.85937500e+00
0.00000000e+00  -1.00000000e-01   3.75000000e+00
0.00000000e+00  -7.50000000e-02   2.10937500e+00
0.00000000e+00  -5.00000000e-02   9.37500000e-01
0.00000000e+00  -2.50000000e-02   2.34375000e-01
0.00000000e+00  0.00000000e+00   0.00000000e+00
0.00000000e+00  2.50000000e-02   2.34375000e-01
0.00000000e+00  5.00000000e-02   9.37500000e-01
0.00000000e+00  7.50000000e-02   2.10937500e+00
0.00000000e+00  1.00000000e-01   3.75000000e+00
0.00000000e+00  1.25000000e-01   5.85937500e+00
0.00000000e+00  1.50000000e-01   8.43750000e+00
0.00000000e+00  1.75000000e-01   1.14843750e+01
0.00000000e+00  2.00000000e-01   1.50000000e+01
0.00000000e+00  2.25000000e-01   1.89843750e+01
0.00000000e+00  2.50000000e-01   2.34375000e+01
0.00000000e+00  2.75000000e-01   2.83593750e+01
0.00000000e+00  3.00000000e-01   3.37500000e+01
0.00000000e+00  3.25000000e-01   3.96093750e+01
0.00000000e+00  3.50000000e-01   4.59375000e+01
0.00000000e+00  3.75000000e-01   5.27343750e+01
0.00000000e+00  4.00000000e-01   6.00000000e+01
0.00000000e+00  4.25000000e-01   6.77343750e+01
0.00000000e+00  4.50000000e-01   7.59375000e+01
0.00000000e+00  4.75000000e-01   8.46093750e+01
0.00000000e+00  5.00000000e-01   9.37500000e+01
2.50000000e-02  -5.00000000e-01   9.40625000e+01
2.50000000e-02  -4.75000000e-01   8.49218750e+01
2.50000000e-02  -4.50000000e-01   7.62500000e+01
2.50000000e-02  -4.25000000e-01   6.80468750e+01
2.50000000e-02  -4.00000000e-01   6.03125000e+01
2.50000000e-02  -3.75000000e-01   5.30468750e+01
2.50000000e-02  -3.50000000e-01   4.62500000e+01
2.50000000e-02  -3.25000000e-01   3.99218750e+01
2.50000000e-02  -3.00000000e-01   3.40625000e+01
2.50000000e-02  -2.75000000e-01   2.86718750e+01
2.50000000e-02  -2.50000000e-01   2.37500000e+01
2.50000000e-02  -2.25000000e-01   1.92968750e+01
2.50000000e-02  -2.00000000e-01   1.53125000e+01
2.50000000e-02  -1.75000000e-01   1.17968750e+01
2.50000000e-02  -1.50000000e-01   8.75000000e+00
2.50000000e-02  -1.25000000e-01   6.17187500e+00
2.50000000e-02  -1.00000000e-01   4.06250000e+00
2.50000000e-02  -7.50000000e-02   2.42187500e+00
2.50000000e-02  -5.00000000e-02   1.25000000e+00
2.50000000e-02  -2.50000000e-02   5.46875000e-01
2.50000000e-02  0.00000000e+00   3.12500000e-01
2.50000000e-02  2.50000000e-02   5.46875000e-01
2.50000000e-02  5.00000000e-02   1.25000000e+00
2.50000000e-02  7.50000000e-02   2.42187500e+00
2.50000000e-02  1.00000000e-01   4.06250000e+00
2.50000000e-02  1.25000000e-01   6.17187500e+00
2.50000000e-02  1.50000000e-01   8.75000000e+00
2.50000000e-02  1.75000000e-01   1.17968750e+01
2.50000000e-02  2.00000000e-01   1.53125000e+01
2.50000000e-02  2.25000000e-01   1.92968750e+01
2.50000000e-02  2.50000000e-01   2.37500000e+01
2.50000000e-02  2.75000000e-01   2.86718750e+01
2.50000000e-02  3.00000000e-01   3.40625000e+01
2.50000000e-02  3.25000000e-01   3.99218750e+01
2.50000000e-02  3.50000000e-01   4.62500000e+01
2.50000000e-02  3.75000000e-01   5.30468750e+01
2.50000000e-02  4.00000000e-01   6.03125000e+01
2.50000000e-02  4.25000000e-01   6.80468750e+01
2.50000000e-02  4.50000000e-01   7.62500000e+01
2.50000000e-02  4.75000000e-01   8.49218750e+01
2.50000000e-02  5.00000000e-01   9.40625000e+01
5.00000000e-02  -5.00000000e-01   9.50000000e+01
5.00000000e-02  -4.75000000e-01   8.58593750e+01
5.00000000e-02  -4.50000000e-01   7.71875000e+01
5.00000000e-02  -4.25000000e-01   6.89843750e+01
5.00000000e-02  -4.00000000e-01   6.12500000e+01
5.00000000e-02  -3.75000000e-01   5.39843750e+01
5.00000000e-02  -3.50000000e-01   4.71875000e+01
5.00000000e-02  -3.25000000e-01   4.08593750e+01
5.00000000e-02  -3.00000000e-01   3.50000000e+01
5.00000000e-02  -2.75000000e-01   2.96093750e+01
5.00000000e-02  -2.50000000e-01   2.46875000e+01
5.00000000e-02  -2.25000000e-01   2.02343750e+01
5.00000000e-02  -2.00000000e-01   1.62500000e+01
5.00000000e-02  -1.75000000e-01   1.27343750e+01
5.00000000e-02  -1.50000000e-01   9.68750000e+00
5.00000000e-02  -1.25000000e-01   7.10937500e+00
5.00000000e-02  -1.00000000e-01   5.00000000e+00
5.00000000e-02  -7.50000000e-02   3.35937500e+00
5.00000000e-02  -5.00000000e-02   2.18750000e+00
5.00000000e-02  -2.50000000e-02   1.48437500e+00
5.00000000e-02  0.00000000e+00   1.25000000e+00
5.00000000e-02  2.50000000e-02   1.48437500e+00
5.00000000e-02  5.00000000e-02   2.18750000e+00
5.00000000e-02  7.50000000e-02   3.35937500e+00
5.00000000e-02  1.00000000e-01   5.00000000e+00
5.00000000e-02  1.25000000e-01   7.10937500e+00
5.00000000e-02  1.50000000e-01   9.68750000e+00
5.00000000e-02  1.75000000e-01   1.27343750e+01
5.00000000e-02  2.00000000e-01   1.62500000e+01
5.00000000e-02  2.25000000e-01   2.02343750e+01
5.00000000e-02  2.50000000e-01   2.46875000e+01
5.00000000e-02  2.75000000e-01   2.96093750e+01
5.00000000e-02  3.00000000e-01   3.50000000e+01
5.00000000e-02  3.25000000e-01   4.08593750e+01
5.00000000e-02  3.50000000e-01   4.71875000e+01
5.00000000e-02  3.75000000e-01   5.39843750e+01
5.00000000e-02  4.00000000e-01   6.12500000e+01
5.00000000e-02  4.25000000e-01   6.89843750e+01
5.00000000e-02  4.50000000e-01   7.71875000e+01
5.00000000e-02  4.75000000e-01   8.58593750e+01
5.00000000e-02  5.00000000e-01   9.50000000e+01
7.50000000e-02  -5.00000000e-01   9.65625000e+01
7.50000000e-02  -4.75000000e-01   8.74218750e+01
7.50000000e-02  -4.50000000e-01   7.87500000e+01
7.50000000e-02  -4.25000000e-01   7.05468750e+01
7.50000000e-02  -4.00000000e-01   6.28125000e+01
7.50000000e-02  -3.75000000e-01   5.55468750e+01
7.50000000e-02  -3.50000000e-01   4.87500000e+01
7.50000000e-02  -3.25000000e-01   4.24218750e+01
7.50000000e-02  -3.00000000e-01   3.65625000e+01
7.50000000e-02  -2.75000000e-01   3.11718750e+01
7.50000000e-02  -2.50000000e-01   2.62500000e+01
7.50000000e-02  -2.25000000e-01   2.17968750e+01
7.50000000e-02  -2.00000000e-01   1.78125000e+01
7.50000000e-02  -1.75000000e-01   1.42968750e+01
7.50000000e-02  -1.50000000e-01   1.12500000e+01
7.50000000e-02  -1.25000000e-01   8.67187500e+00
7.50000000e-02  -1.00000000e-01   6.56250000e+00
7.50000000e-02  -7.50000000e-02   4.92187500e+00
7.50000000e-02  -5.00000000e-02   3.75000000e+00
7.50000000e-02  -2.50000000e-02   3.04687500e+00
7.50000000e-02  0.00000000e+00   2.81250000e+00
7.50000000e-02  2.50000000e-02   3.04687500e+00
7.50000000e-02  5.00000000e-02   3.75000000e+00
7.50000000e-02  7.50000000e-02   4.92187500e+00
7.50000000e-02  1.00000000e-01   6.56250000e+00
7.50000000e-02  1.25000000e-01   8.67187500e+00
7.50000000e-02  1.50000000e-01   1.12500000e+01
7.50000000e-02  1.75000000e-01   1.42968750e+01
7.50000000e-02  2.00000000e-01   1.78125000e+01
7.50000000e-02  2.25000000e-01   2.17968750e+01
7.50000000e-02  2.50000000e-01   2.62500000e+01
7.50000000e-02  2.75000000e-01   3.11718750e+01
7.50000000e-02  3.00000000e-01   3.65625000e+01
7.50000000e-02  3.25000000e-01   4.24218750e+01
7.50000000e-02  3.50000000e-01   4.87500000e+01
7.50000000e-02  3.75000000e-01   5.55468750e+01
7.50000000e-02  4.00000000e-01   6.28125000e+01
7.50000000e-02  4.25000000e-01   7.05468750e+01
7.50000000e-02  4.50000000e-01   7.87500000e+01
7.50000000e-02  4.75000000e-01   8.74218750e+01
7.50000000e-02  5.00000000e-01   9.65625000e+01
1.00000000e-01  -5.00000000e-01   9.87500000e+01
1.00000000e-01  -4.75000000e-01   8.96093750e+01
1.00000000e-01  -4.50000000e-01   8.09375000e+01
