-5.00000000e-01  -5.00000000e-01  666  -5.00000000e-01  0.25
-5.00000000e-01  -4.87500000e-01  666  -5.00000000e-01  0.24375
-5.00000000e-01  -4.75000000e-01  666  -5.00000000e-01  0.2375
-5.00000000e-01  -4.62500000e-01  666  -5.00000000e-01  0.23125
-5.00000000e-01  -4.50000000e-01  666  -5.00000000e-01  0.225
-5.00000000e-01  -4.37500000e-01  666  -5.00000000e-01  0.21875
-5.00000000e-01  -4.25000000e-01  666  -5.00000000e-01  0.2125
-5.00000000e-01  -4.12500000e-01  666  -5.00000000e-01  0.20625
-5.00000000e-01  -4.00000000e-01  666  -5.00000000e-01  0.2
-5.00000000e-01  -3.87500000e-01  666  -5.00000000e-01  0.19375
-5.00000000e-01  -3.75000000e-01  666  -5.00000000e-01  0.1875
-5.00000000e-01  -3.62500000e-01  666  -5.00000000e-01  0.18125
-5.00000000e-01  -3.50000000e-01  666  -5.00000000e-01  0.175
-5.00000000e-01  -3.37500000e-01  666  -5.00000000e-01  0.16875
-5.00000000e-01  -3.25000000e-01  666  -5.00000000e-01  0.1625
-5.00000000e-01  -3.12500000e-01  666  -5.00000000e-01  0.15625
-5.00000000e-01  -3.00000000e-01  666  -5.00000000e-01  0.15
-5.00000000e-01  -2.87500000e-01  666  -5.00000000e-01  0.14375
-5.00000000e-01  -2.75000000e-01  666  -5.00000000e-01  0.1375
-5.00000000e-01  -2.62500000e-01  666  -5.00000000e-01  0.13125
-5.00000000e-01  -2.50000000e-01  666  -5.00000000e-01  0.125
-5.00000000e-01  -2.37500000e-01  666  -5.00000000e-01  0.11875
-5.00000000e-01  -2.25000000e-01  666  -5.00000000e-01  0.1125
-5.00000000e-01  -2.12500000e-01  666  -5.00000000e-01  0.10625
-5.00000000e-01  -2.00000000e-01  666  -5.00000000e-01  0.1
-5.00000000e-01  -1.87500000e-01  666  -5.00000000e-01  0.09375
-5.00000000e-01  -1.75000000e-01  666  -5.00000000e-01  0.0875
